StoreID,StoreName,Label
ku19,涼麵 四味果汁 (嘉義保安店),服務
ku3y,烏弄 (鹿港民權店),服務
ku4w,阿忠牛肉湯(嘉義二店),服務
ku8h,九曲巷炭烤吐司,美味
kvhe,晉鈞鵝肉,美味
kvqz,Bubble Z 阿偉飲品 (北斗中華店),環境
kvuf,北港阿財紅燒牛肉麵,環境
kwie,西大路大粉粿,美味
kxaf,淳淳豆漿宵夜,服務
kxwc,只有披薩,美味
kym4,里長鵝肉,環境
kyow,捕夢網 宵夜點心,美味
kzvw,旭山丼飯專賣店,服務
l0f0,杯樂 (彰化二林店),服務
l0gn,六點開早/午餐,環境
l0ix,心口福脆皮雞排 (彰化大葉店),服務
l0wk,晨間廚房 (二林仁愛店),服務
l1aa,花舒哿精品咖啡,環境
l1j7,Seed Bakery 麵包籽 (新竹光埔店),服務
l1vb,50嵐 (彰化永靖店),服務
l1yh,閃亮PASTA (彰化鹿港店),環境
l286,2派克脆皮雞排 (彰化伸港店),服務
l2ac,阿仁海鮮粥,美味
l2b4,馮記廣式美食館,環境
l2fj,名香越式美食,美味
l2ky,小木屋鬆餅 (新竹關新店),服務
l2q5,鬼蛇小吃,美味
l2yz,鯛著走鯛魚燒,美味
l33q,工具車義大利麵,美味
l3go,上味魯肉飯,環境
l3lx,喬大米捲餅店,美味
l3w3,龍師鮮切炙燒牛排,環境
l41f,嗑咖哩,環境
l43a,仁美刈包,美味
l4ak,珍豪記快炒,美味
l4cj,四川麵館,美味
l4lr,泉心朝食所,環境
l4oc,早凳朝食,美味
l4pw,魷魚天后雞排炸物 (彰化和美店),美味
l4rs,隨主飡法式水煮專賣 (彰化員林店),服務
l4sz,熊讚炭烤三明治,美味
l4xv,麥當勞 (S129 嘉義垂楊店),環境
l4zy,爭鮮gogo (新竹台鐵店),服務
l592,6吋盤早午餐 (嘉義仁愛店),環境
l5ce,有村小攤,服務
l5gi,嘴愛茶-日月潭18號紅玉,服務
l5hh,北木鹽酥雞 (新竹竹科店),服務
l6c6,老饕牛肉麵,環境
l71g,福鹿城,環境
l7he,珍煮丹 (嘉義中正店),服務
l7hk,紅鬼雞排 (北斗總店),環境
l7j6,1231豆花 (彰化金墩店),美味
l7nz,天日人文奶茶學 Sunday Tea Shop,環境
l7zn,藍盤子早午餐 (新竹南大店),環境
l83j,紅港紅茶 (彰化員林店),美味
l8oa,夏廚五日,環境
l91s,KATO雞蛋糕 (花壇店),美味
l9lo,亞洲冰城,美味
l9o8,城市漢堡 (彰化大埔店),服務
ld8d,瑛茹鱔魚麵 (炒飯炒麵),美味
lecw,天可汗蒙古烤肉,服務
legy,禾芝香海苔飯捲,美味
levt,回憶小時候 (彰化中正店),環境
lf32,新竹營養三明治 (新竹西大店),環境
lfpq,園區牛肉麵,環境
lg0b,大村炸蛋蔥油餅,美味
lg2f,賴桑麵食館 (來來永和豆漿文化店),服務
lg74,魚池新語 (社頭員集店),環境
lgfm,鶴茶樓 (新竹東區中正店),服務
lgiz,麻辣風暴 (嘉義興達店),環境
lgoc,不二牛溫體牛肉 (新竹店),美味
lgw9,史卡拉義式廚房,環境
lhi6,小阿姨雞絲滷肉飯餐車,服務
lhl3,陽陽食堂,美味
lhlo,騰之雞排 (嘉義北興店),環境
li91,紐約High薯,美味
liaa,萬波島嶼紅茶 (彰化中華店),服務
liic,文河茶堂WEN HO TEA (新竹竹科店),服務
lilp,肉食丼物,環境
ljk5,Miss Ya 蜜絲葉有纖低卡食驗所,服務
lk0d,蚵仔伯下港蚵嗲,美味
lkuh,咖哩老吳食堂,美味
ll36,小雞輕甜品 (員林三民店),美味
lle0,松山雞場鹹水雞 (溪湖富貴店),美味
lni5,鮮食煮義,美味
lnio,送青 (彰化大埔店),服務
lnly,人生辣舖頭 (彰化鹿港店),美味
lnrg,棟記豆漿,服務
loig,小森食堂,環境
loir,月城泰廚 (新竹埔頂店),美味
lp8u,JAI宅 (新竹巨城),環境
lpga,花花車輪餅,美味
lpr8,頂呱呱TKK (彰化孔門店),服務
lqu0,樂法 (彰化鹿港店),環境
lr78,兩津芙蓉蛋塔 (嘉義仁愛店),環境
lrj3,鹿鼎記深宵夜食,服務
lrne,藍菠雞 (嘉義北興店),服務
lrxx,泰肚男子 (新竹牛埔店),服務
ls4l,犁田鹹酥雞 (新竹寶豐店),環境
lsk6,全羅道韓式料理 (新竹大庄店),服務
lt7b,可不可熟成紅茶 (新竹金山店),服務
ltk9,飯麵達人,服務
lu4q,關於餐桌About Tables,環境
luh2,芋圓柚子,美味
lunj,米樂手作料理店,環境
lw1e,老四川巴蜀麻辣燙 (嘉義中興店),服務
lw1j,紅豆燒烤,美味
lwam,一家之薯 (彰化鹿港店),美味
lwfb,女強人鍋物,環境
lwkr,釜山崔炸雞 (嘉義忠孝店),服務
lwmc,千鶴丼飯,環境
lyde,吸粉堂過橋米粉 (嘉義外帶店),環境
lyhf,圓味壽司 (鹿港中山店),美味
lyvl,廟口咖哩飯,服務
lzl0,宏楹豆漿,服務
lzq7,沐嵐 · Moonlight,環境
m082,林大咖啡,美味
m0oy,上純炸雞店,美味
m0xn,粥麋家,美味
m0yr,小么雞鹹水雞 (彰化大埔店),美味
m19k,參拌健康餐盒,環境
m1j6,天仁茗茶 (嘉義中山店),美味
m1m4,Love Corner 愛的轉角,環境
m2bk,沂蚵嗲,美味
m2bx,呷蛋雞蛋糕,美味
m2ks,小花椰健康餐盒,服務
m2o4,瓠仔貴 (嘉義店),環境
m2sn,宸品港式小火鍋,環境
m2tf,好日手感Joyous Holic,美味
m3ph,轟太陽蜜汁燒烤 (彰化和美店),美味
m48v,WHAT什麼滷味,環境
m4fz,品軒精緻炸食,美味
m4wl,四季食堂,環境
m5be,3Q脆皮雞排 (彰化二林店),服務
m5ko,鼎晶鐵板燒 (愛買新竹店),環境
m5ov,皇阿馬烤肉 (彰化田中店),美味
m5zu,港城豆花孔門店,服務
m6ab,莎莎牛排,環境
m6dc,牽漿店 (新竹清大店),環境
m6dg,客萊登早餐 (彰化永靖店),服務
m6eq,人情味蚵仔煎,環境
m6h7,宜蘭手做臭豆腐龍,服務
m6r6,小胖不減肥 (彰化彰化店),環境
m6sy,蕭記蚵仔煎,服務
m73v,鼎記上海湯包,環境
m7b8,香香堡晨食館,美味
m7gd,晨吉司漢肉排蛋吐司 (社頭員集店),美味
m7pb,古拉爵 (彰化家樂福彰化店),環境
m818,百盛咖哩 (嘉義重慶店),環境
m88b,六扇門 (嘉義大雅店),環境
m8l9,阿滿姨什錦麵,服務
m8xn,思家香滷味酸辣粉,服務
m92q,控肉控控,美味
m985,純粹喝果汁,美味
m9cn,伸港燒肉食堂,美味
m9du,洋城義大利餐廳 (愛買新竹店),環境
m9jf,興達自助餐,服務
m9rt,社頭-彰化素食,服務
ma0b,Mikilem尋吧,環境
ma9w,Half Day半日早午餐,環境
mas1,尚青海產粥,美味
mbq3,洪記牛肉麵,美味
mbro,牛皇帝冠品牛肉麵,美味
mbv9,成都牛肉麵,美味
mcl1,炒飯媽媽,美味
mcyy,沒有，三色豆,美味
mdi9,十森義式餐廳,環境
me7d,金盛鹹粥,美味
mf56,辣間麻辣滷味lajian  loobi,美味
mfjo,Crazy Pizza,服務
mh8d,舊市場蔡家米糕,美味
mhi7,老饕滷味,服務
mj3m,來碗粥 (彰化北斗店),美味
mj8k,就醬子烤吧 (彰化民族店),環境
mjad,城市漢堡 (嘉義香湖文化店),環境
mk7l,名傳牛排館,環境
mky9,食米堂,服務
mkzi,Comebuy (彰化民生店),環境
mlfp,壹品早餐,服務
mlr0,蓁巧味煎餅果子,服務
mmr2,鹿港圓環頂麵食館 (彰化溪湖店),環境
mmtj,丼寶 (員林新生店),服務
mn0x,小青島手工水餃,環境
mnu3,沢川蛋包飯 (彰化南郭店),環境
moly,李記捲餅舖,服務
mp7q,春陽茶事 (彰化中正店),服務
mppb,古早味炸麵包,美味
mpxd,多米屋,服務
mq7f,早到晚到 (彰化中正店),服務
mqeo,五美茶果茶 (嘉義民族店),服務
mqm2,紅勁冰品茶飲 (彰化花壇店),環境
mqr7,鮮茶道 (彰化田中店),美味
mr93,楊姐麻辣燙,美味
ms0u,爭鮮迴轉壽司 (和美店),環境
ms44,錦滿溢,環境
msb9,良心食堂,美味
msgd,轉餃遇到焿,美味
msos,阿億赤肉麵線糊,美味
mtbq,三品軒手作茶飲,美味
mtgj,微笑的魚 (彰化員林店),服務
mthe,永香蝦丸湯,環境
mus3,烏弄 (嘉義民族店),服務
mv3r,失眠燒烤,環境
mv6d,員林野村日本料理,環境
mwrm,饕串燒酒場,環境
mwtd,Mr.BIG 炸食堂,美味
mwwj,台灣雙醬咖哩 (彰化北斗店),服務
mx2x,佐登早餐 (新竹公道五路),環境
mxz9,悠食堂,服務
myga,饕客燒烤火鍋店,服務
myyg,皇家豆花,服務
mz8i,粥魂 (東區和平店),服務
mzi5,曼谷市場泰式小吃,環境
mzko,回家吃便當,美味
n020,柇本石鍋,環境
n0fr,Fun鬆餅,美味
n1ae,菓子房烘焙坊,美味
n1b0,Louisa 路易莎 (新竹金山店),環境
n1gb,早餐櫃早午餐 (彰化和美店),環境
n1ks,爍軒健康餐 (彰化埔心),服務
n1tb,大道咖啡Avenue cafe,環境
n2nd,大眾排骨,美味
n2uu,好食姬炸物（原双姬殿）,美味
n2vj,小太陽冰坊 綿綿冰專賣店,美味
n32v,東門市場1132泰,環境
n3dy,福勝亭 (新竹民族店4631),服務
n3hq,巷口小食,美味
n3qr,元春餃子館,環境
n3s3,九品茶,環境
n3uz,泰啾C泰式手沖茶食,環境
n3xo,庭圓瓜仔肉飯,美味
n3y4,ORDEAL烤焰(原嘉樂福夜市炒泡麵),服務
n4g5,九號米便當,美味
n4qg,老蕭牛咖堂,美味
n5os,范氏肉圓生,環境
n6be,二姐紅茶冰,美味
n737,小林湯包燒賣,環境
n7ql,老春芳羊肉爐,環境
n7x1,樂比手作冷飲,服務
n8hp,夯 臭豆腐 (彰化鹿港店),環境
n8ms,風味主題炒飯,服務
n8tj,悟饕池上飯包 (嘉義中興店),環境
n8tp,元氣燒肉丼便當,服務
n94v,GBT脆皮烤豬 (嘉義彌陀店),環境
n9ae,滷學工坊,服務
n9r8,台北麻將麻辣臭豆腐 (新竹水田店),美味
n9s2,冰斗古早味剉冰,環境
nal4,莊董粉行 (彰化彰美店),服務
nalj,席波早午餐,服務
ncdo,紅橘子精緻早午餐 (新竹東明店),服務
ncue,黃金貴臭豆腐,美味
ndoc,Tea's原味 (彰化埔鹽店),服務
nfod,南田爌肉飯,服務
ng9t,鴨肉讚小吃店,美味
ngrc,享soul食光 (彰化溪湖店),美味
nha0,珍饌飯麵館,服務
nhf4,午後屋和風弁当,美味
nhgr,阿辰爌肉飯,服務
nhuk,君翔香雞排,美味
ni03,興達熱炒店,環境
nigp,阿來碗粿米糕 (嘉義公明店),美味
nitr,阿忠冰店 (新竹城隍店),環境
njgq,郭老爹蔥油餅,美味
njp3,湯嗜souplus,環境
nlrz,早安二街坊,服務
nlyv,金馬牛肉麵,環境
nlzi,大茗本位製茶堂 (嘉義文化店),環境
nmoc,炸擱來鹹酥雞 (彰化民族店),美味
nn00,COMEBUY (新竹民族店),服務
no52,軍茶 (嘉義博愛店),服務
novc,總味廚房 (新竹食品店),美味
npxk,黃記臭博士 (新竹科園店),美味
nr1g,來易杯飲料 (彰化二林店),服務
nryj,啾啾咖啡&莫忘鯛魚燒,環境
ns93,鬍鬚張魯肉飯 (新竹關新店),環境
nsb6,梁社漢排骨 (新竹香北店),環境
nshe,洪家牛肉麵,環境
nskm,小GG炸雞伸港人氣雞排,美味
nstj,吃粗飽小吃,服務
ntsr,GUALAYA小斗笠,美味
nu93,安咖哩,環境
nvyu,星期一鹹水雞,美味
nw13,奧兒法低GI輕食餐 (彰化中正店),環境
nwst,八廚職人弁当 (溪湖東環店),服務
ny7s,百果山炸粿小吃攤,服務
nz02,脆大爺脆皮甜甜圈 (新竹巨城店),美味
nz2a,茶經鮮奶茶專賣店,環境
nzq3,陳記古早味刈包,環境
nzvf,川居小館(嘉義維新店),服務
o0jv,夏一跳 (彰化社頭店),環境
o0yq,Riverbird江鳥咖啡(嘉義民北店),環境
o1em,Burger King 漢堡王 (嘉義店),環境
o1fy,李振輝扁食,服務
o1ig,火焰鳥什鍋 (新竹建功店),服務
o1iv,淞坊炒飯,服務
o1rh,白水泉軒堂 (彰化員林總店),服務
o284,餓了台式丼飯 (彰化員林店),環境
o2fm,Bubble Z阿偉飲品 (鹿港公園店),美味
o2nd,初轉角早午餐,美味
o33q,3鼎紅麻辣鴨血臭豆腐 (鹿港復興店),美味
o3bp,紅姐四川冰粉,服務
o3dg,大廟口碳烤生啤酒總店,美味
o3gf,東方美早午餐 (員林大同店),環境
o3hi,肉肉主義-肉蛋吐司專賣店,環境
o3mo,熊霸串燒&鹽酥雞（中正店）,服務
o3td,Pizza Hut必勝客 (彰化花壇店),服務
o3vq,瀟湘園 湘菜館,環境
o4bd,小澤宅宅 (新竹馬偕店),環境
o4ds,三皇三家 (彰化中正店),環境
o4jx,台灣雙醬咖哩 (新竹南大店),環境
o502,先喝道 (彰化鹿港店),環境
o50r,Ummi印尼料理,環境
o55b,一方軒,美味
o5m7,東軒鐵板燒,服務
o5rb,倆姐妹,美味
o5rp,中島屋甜不辣,環境
o5um,三年五班黑糖珍珠舖 (新竹城隍店),環境
o5vv,王媽媽蒸餃,美味
o5yg,順億鮪魚專賣店 (嘉義中山店),環境
o63d,友刈包,美味
o6lt,田尾美之晨,服務
o6qy,帕泰雅泰式料理,服務
o6z5,口袋溫食,環境
o74f,貴人咖啡,環境
o7ei,和美60年老店蚵嗲炸粿,美味
o7fd,古灶咖米食,服務
o7md,LeeLi's,環境
o7yw,八丼食堂 (彰化自強南店),美味
o83m,莫忘鯛魚燒（嘉義台林店）,環境
o8bz,湘月食堂,環境
o8je,鄭抄手川菜館,環境
o8pt,阿秋飲食店,服務
o95y,食中如一精緻麵食,環境
o9ed,南台灣台南無刺虱目魚,環境
o9el,轟炸雞 (大象茶舖社頭店),服務
o9qv,風味食堂,服務
o9yr,蝦蝦叫綜合料理,服務
o9yx,茶棧 (新竹林森店),服務
o9z8,竹美港式茶餐廳(新竹學府店),環境
obfb,波特多烤馬鈴薯 (嘉義中正店),環境
obw5,花果好日雞蛋糕 (彰化彰美店),服務
ocjq,星晨食坊,服務
od8i,十九川串燒碳烤（原溪湖大廟口）,服務
odhu,先鮮小吃,服務
odin,笨笨雞 (新竹城隍店),服務
odu9,爆Q美式炸雞 (新竹南大店),美味
oexe,馬六甲馬來西亞風味館,環境
of8f,廚種王 (新竹學府店),服務
of9z,艾思沙沙綠豆冰沙專賣店,美味
ofa9,艾飯丸早餐,美味
ofp6,台灣雙醬咖哩 (新竹城隍廟店),服務
ogpv,碳口憩俱樂部,環境
oi5l,吳家甜不辣,美味
oitn,茶水印 (彰化和美店),服務
ok4r,重慶水煮魚,服務
okin,非你莫屬黃金水餃 (溪湖旗艦店),環境
ol54,偉魚小居,美味
ol7a,鼎盛燒臘 (新竹光復店),服務
olm1,宵YA,美味
om0e,清水茶香 (新竹光復店),環境
omqc,鶴茶樓 (嘉義民族店),環境
omqf,阿呆滷味 (彰化秀水店),美味
on92,大呼過癮 (嘉義仁愛店),美味
onpx,熊本鍋物 (新竹清大店),環境
onud,呷霸食堂,美味
oofg,升一排骨 (新竹建功店),服務
opzn,飯丸屋 (彰化中正店),服務
oqc1,絕佳食雞(嘉義民族二店),服務
oqsq,廟口鴨肉焿 (嘉義興達店),美味
orp6,暫食手作餐盒,美味
os2e,熊爸 Bear Dad (新竹西大店),環境
ot2w,鮮饗茶 Gotcha (新竹光復旗艦店),服務
ot54,cama café (嘉義垂楊店),環境
ott1,洤興米糕,美味
oum9,萬波島嶼紅茶 (新竹東門城店),服務
ovnx,玖仰 (新竹遠百店),環境
ovx2,德洋壽司,環境
ow8f,甜點子豆花店,美味
owea,豹力鍋,環境
ox59,韻沏好 T-Aroma,美味
ozby,肆子作,美味
ozms,大漢蒙古烤肉,美味
p02g,德味自助餐,服務
p0e5,岳澤坊 (新竹竹科店),服務
p0i1,MEGOPUN Hamburger (新竹店),環境
p10x,享食光肌能健康早午餐,美味
p1ac,士林真味廣東粥 (嘉義民生店),美味
p1ji,品譽牛肉湯涮涮鍋,服務
p1lj,早安公雞農場晨食 (彰化鹿港店),環境
p1pu,粥師傅廣東粥 (新竹北門店),服務
p1xr,澄香好食炸物茶飲,美味
p29p,雲燒炭烤吐司,美味
p2fs,甲文青 (彰化成功店),環境
p2g8,阿忠鹹酥雞,美味
p2hk,定食8 (嘉義家樂福店),環境
p2ju,三商巧福 (4204新竹店),環境
p2p8,芭那那早餐 (嘉義自由店),環境
p2si,三民木瓜牛奶傳統挫冰,美味
p3fv,四海脆皮臭豆腐,美味
p3l7,龜記茗品 (嘉義文化店),服務
p3ov,大廟口串燒 (永靖外帶店),美味
p3xe,鄉間座 (新竹建功店),服務
p4b5,阿明廣東粥,美味
p4bk,七里素達人 (素食鹽酥雞),服務
p4lq,源鍋綠手作鍋物,服務
p4lu,微笑QQ義大利麵 (彰化大埔店),服務
p4mk,小松丼丼食事處 (鹿港店),環境
p4tw,駱丸｜駱媽媽の肉圓,美味
p4vr,T4清茶達人 (彰化二林店),服務
p5ai,九陶石頭火鍋,環境
p5bm,洪媽媽飯糰,美味
p5hd,讚不絕口小火鍋 (彰化員鹿店),環境
p5iw,龍哥雞排 (永安店),服務
p62y,振華龍骨麵,環境
p641,石一鍋,美味
p6pg,鹽燒小鄭 (新竹光復店),服務
p77h,櫻未央日本通飯,美味
p7ax,源小吃,美味
p7ll,爆Q美式炸雞 (員林第一市場店),服務
p7lo,威仔炒飯,服務
p7n9,吳家鴨香飯 (新竹埔頂店),服務
p7nr,員林南門四神湯 (彰化中正店),美味
p7qj,劉媽媽古早味大餅,服務
p8mm,忠鑫快炒,服務
p8z8,竹三餃子館,環境
p8zv,詠靖牛排,美味
p9kj,邦尼熊鮮調茶飲,服務
p9u0,野瘦派低卡便當 (嘉義店),服務
p9ur,徐家手工鍋貼小吃,美味
p9wm,鍋湯匯24H (新竹光復店),環境
p9yd,鹿東魷魚肉羹（原鹿港洪肉羹）,環境
pa2f,金方熱壓吐司 (新竹寶山店),美味
pb5h,威尼爾食堂,環境
pbzq,828飯糰,美味
pc4p,就是愛炒飯,美味
pc8z,井閣鍋物 (彰化員林店),環境
pd75,吳家便當,環境
pdcg,鳥羽和洋食,環境
pdrp,玖萬關東煮,環境
pf05,爭鮮 PLUS (彰化北斗店),環境
pf6g,春風稻鐵板燒丼飯 (彰化大竹店),環境
pgjr,蓁油飯,服務
pgzc,DABO裝一塊窯烤披薩,服務
ph8x,楊桃自助餐,美味
pj0c,鼎豆芋圓,美味
pk0p,吳哥窟美食,美味
pkbt,蝦攪和海鮮舖,美味
pkcy,和喫日本食事亭,美味
pkmo,Please Don't Tell (新竹遠百店),服務
plba,凡凡滷味,美味
plbg,滿溢風拉麵,環境
plkg,玄咖啡髮藝,環境
plnr,豪家排骨酥麵,美味
plxo,明昌越式餐館,環境
pm8e,大九九生魚片,美味
pn9o,張家 正元祖 胡椒餅,服務
pncd,双十八木 (彰化員林門市),服務
po5m,古唐軒,服務
poo9,麻的小辛辣麻辣干鍋,環境
ppdg,網路客棧,服務
ppw7,蒜翻天鹽酥雞（新竹南大店）,服務
pqkl,麗媽四季鍋 (彰化鹿港店),環境
preu,夜梟台式無煙串燒,美味
ps32,來來越式料理,環境
psck,櫻木甜品屋,環境
psz5,貳食咖哩,美味
pt5x,尚尚黃小吃店,服務
ptkx,李鼎記麻辣鴨血,美味
pulg,無飲 (彰化孔門店),環境
pum8,一度囋火鍋牛排,環境
puy6,蹭鮮輕食館,環境
pva9,寶貝雞排,美味
pvm7,滷醬人滷味,環境
pvof,醬丸日式小吃,環境
pvxd,P&P悠活館,環境
pxdd,角間串燒啤酒屋,環境
pxyh,新八拉麵 (彰化北斗店),美味
pyc4,康青龍 (彰化永安店),美味
pyce,立山青禾食事所,美味
pzy4,杜芳子古味茶鋪 (嘉義文化店),環境
q01a,阿忠水煎包,美味
q0tv,迷客夏 Milksha (彰化二林店),服務
q1du,麥町吐司工房 (嘉義永安店),環境
q1kd,繼光香香雞 (員林中正店),美味
q1py,冰紛樂,美味
q1qv,新台灣牛排 (彰化伸港店),服務
q1wj,串燒20元,服務
q256,豚將日本拉麵 (新竹店),服務
q2op,阿明豬腳飯,服務
q3cm,古早味魯肉飯/油飯,美味
q3lh,惡魔雞排 (彰化田中店),美味
q3yf,拉亞漢堡 (新竹建美店),美味
q4ic,拉麵匠,美味
q4ih,滴答咖啡,環境
q4uc,黑棟當歸鴨 (嘉義後庄店),服務
q4vi,旭尤飯屋,環境
q50q,小鹿串串炸物,環境
q53h,夜間部,環境
q55w,假鼻先生Mr.ChaBee雲端茶飲,環境
q5cf,五更天傳統美食小吃,美味
q5tz,一旬飲料茶行,服務
q631,JUST BURGER 加蔬特,環境
q637,白鬍子厚切牛排 (新竹清大店),環境
q6sr,丼心食客,服務
q6sy,瘋丼,服務
q6yc,新町豆花 (彰化中正店),美味
q6yd,The fun 樂房早午餐 (新竹建美店),環境
q73e,小木屋鬆餅 (員林萬年店),環境
q7es,品八方 (彰化金馬店),環境
q7nz,張記炸雞 (彰化社頭店),服務
q7pu,草頭芳四川麻辣館,美味
q7wm,跟獅子約會,環境
q8ee,二林市場排骨酥麵,美味
q8fy,四海遊龍 (北斗中華店),環境
q8pe,員東炸物專賣,美味
q8sv,朵義餐桌,環境
q9ff,坤敬泰式料理,服務
q9ld,味香鍋貼,環境
q9nw,奕米壽司,美味
q9q7,龜記茗品 (花壇中正店),環境
q9sz,Magic Touch 点爭鮮 (彰化員林店),服務
qal7,隘門叉泡咪,服務
qaxa,暮夜食氛 拉麵館,美味
qb08,西螺麻糬阿心 (彰化和美店),服務
qbap,老賴茶棧  (嘉義民族店),美味
qbgw,拿坡里 (員林店8308),服務
qcfq,123燒肉飯,服務
qcjf,厚作本舖 (新竹經國店),環境
qcqh,好客茶飲,服務
qdfy,墨爾漢堡(和美道周店),環境
qdk1,吳家炸物,服務
qfet,北斗肉圓生,環境
qgax,酒澤串物制作所,環境
qgpl,鹿壹義式餐廳,環境
qhhs,心鮮好素集,環境
qhkv,BARCAFE 咖啡吧,環境
qhw8,月女涼麵,服務
qiu0,連家阿婆 (新竹總店),環境
qj43,愛呷粽食堂,美味
qjbb,青蔬寶蔬食滷味,環境
qjkb,50年代黑豆漿,服務
qjzz,想吃咖哩,環境
qk7h,勁雞小子,服務
ql3g,福芳酒食,環境
qlox,五一茶庫&關東煮,服務
qmo3,85度C (嘉義世賢店),環境
qn0m,鍋鑲小火鍋,環境
qn2c,津心綠豆沙鮮奶專賣店,美味
qngq,北社尾米糕,美味
qnig,佳味水餃專賣店,服務
qp31,巴特手作晨食 (彰化總店),環境
qpku,麻古茶坊 (彰化秀水店),服務
qpt4,海洋冰城,環境
qre0,早點鳴！ 精緻早午餐,服務
qrfy,郭 嘉義火雞肉飯,美味
qroa,穀壹綠豆沙專門店,環境
qrot,御品牛肉麵 (鹿港頂番店),美味
qs44,城市漢堡 (新竹鐵道店),服務
qsdk,深海深土魠魚焿 (彰化社頭店),美味
qskb,好運來燒臘,服務
qspn,豪拌拌食堂,環境
qszn,黃毛丫頭東山鴨頭專賣店,服務
qt2h,潮店茶飲,服務
qt8p,鹿港蝦仁肉羹蚵仔煎,美味
qtmh,孫東寶 (彰化旭光店),環境
qtzz,燒丼棧,環境
qu8g,城隍廟商圈 阿富魯肉飯,服務
qv8m,1314倚山倚食異國料理,環境
qvv3,六少早午餐(員林新生店),環境
qvvi,一葉豆花,美味
qxbt,一品炸鷄王,美味
qxhx,吉霸豆花,美味
qy2q,大高雄燒烤 (新竹店),服務
qy4y,早安！喔嗨唷,服務
r03w,東環排骨便當,服務
r0hw,食夜牛肉麵,美味
r0jh,三入好棧,環境
r0vu,吐司男 (彰化中山店),環境
r19b,麥味登 (員林中山店),環境
r1d7,八方雲集 (新竹西大店),環境
r1gd,隨意小吃土魠魚焿,服務
r1ju,唐揚げ專門店,美味
r1lx,又又手搖飲,環境
r22o,清原芋圓 (彰化和美店),服務
r2an,紅麥田夜間部 (文化店),美味
r2c4,宜華蛋餅 (嘉義新生店),服務
r2cs,黑師傅炒飯,服務
r2ec,上家炒飯炒麵,服務
r2kr,成功牛排 (彰化鹿港店),環境
r2nr,文家牛肉麵,服務
r2re,小龍湯包 (新生路),環境
r2td,三禾屋,環境
r38p,飽米便當 (彰化過溝店),服務
r44z,57健康蔬果便當,服務
r4l2,潮店小日嚐,服務
r5gr,登鮮-公園涼麵二代店(嘉義文化店),環境
r5in,胖老爹美式炸雞 (嘉義友愛店),服務
r5iw,全奶包子饅頭專賣店,環境
r5xg,如意麵食館,環境
r68z,國華水煎包,美味
r6e9,佐私茶 (嘉義體育店),美味
r6nf,美日晨不想關,服務
r6qq,和食washoku,環境
r6rg,嘉農人香雞排,服務
r6s9,悟饕池上飯包 (新竹光復店),服務
r7bf,巧之脆 (中埔後庄店),服務
r7di,串門子燒烤,服務
r7hu,義料之中Pasta,環境
r7ie,吐兔洋食坊,服務
r7oo,黑龍會 (清大旗艦店),服務
r7rh,三樂便當,美味
r7rr,香豆府,美味
r7uy,雞大爺 (彰化伸港店),服務
r7wr,三駿麵食館,美味
r7wv,榕樹下牛肉麵,服務
r8ym,麻燦 淮南牛肉湯,環境
r9bp,香美小吃店,服務
r9de,十味香雞排,美味
r9hz,百鮮專業現打果汁,服務
ra3w,燃後丼飯,環境
raix,康成担仔麵,美味
rbei,菘築酸菜白肉鍋,服務
rbmg,嚐仙 台灣甜品專賣 (新竹慈雲店),服務
rc2d,穎覓食光 (嘉義店),美味
rc8j,梁姐焗烤起司炒飯專賣,環境
rcbl,來口爆一下手工鮮肉湯包,美味
rcdr,港心麵線糊 (彰化伸港店),美味
rcqh,瘦子能量餐盒,美味
rcxl,好家車輪餅溪湖店,美味
rczj,不時不食清鍋物,環境
rdkw,呷叉奔,環境
rdz3,食go易健康概念餐盒 (新竹北大店),美味
re1t,Knock Knock Coffee,環境
reo6,大贏家串燒,環境
rfl9,御噂醇汁牛肉麵館 (新竹總店),服務
rghb,默沫手作飲品 (新竹巨城店),服務
rh15,日茶提案,服務
ri84,拾穗咖啡,環境
riln,山種子排骨酥湯 (員林店),環境
rim1,盛香滷味,美味
rjc4,Stacie foods 日洋料理,美味
rjyg,陽光清粥小菜,環境
rka9,武陵喬義式料理,環境
rkk7,369無骨鹹酥雞,美味
rkq2,張家羊肉炒麵,美味
rl6k,阿寶爌肉飯,美味
rlg7,韓山炸雞 (新竹延平店),服務
rmeo,三佳食堂,美味
rn2f,城隍廟第一家麵店,美味
rn70,醇滷味 (彰化員林店),美味
roia,玖炸物,美味
rp1u,楽坡 BONBOX (新竹竹科店),服務
rph2,木昂手作 (嘉義北港店),環境
rpvc,蘇記食堂,環境
rqkd,御青方麻辣臭豆腐 (彰化民生店),服務
rqm8,宥福精緻素食,環境
rro0,紅吱吱牛排 (新竹西大店),環境
rstm,蔡家正宗雞湯小卷米粉,環境
rtbf,楊桃園豆花,美味
rtjv,健康原素 (嘉義新生店),環境
rtwa,蜀川饌滷味,服務
rubv,老梗談 鐵鍋燉魚,環境
ruf3,紅茶媽媽 (福興店),美味
ruu9,來坐麻油雞,服務
rvaq,達人手工飲品,服務
rvl6,魚鮮會社 (新竹經國店),服務
rvsm,幸福客家麵食館,環境
rww6,七十三世S.S.C (新竹大庄店),服務
rxxy,友村咖哩,美味
rz2r,岩瘋爆,環境
rz3s,圓記盅湯,美味
rz6t,風城披薩單片專賣,環境
